Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,CountyOrParish,MlsStatus,AttachedGarageYN,ParkingTotal,PropertySubType,LotSizeAcres,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,CloseMonth
"Carpet,Wood",False,False,False,False,1088000.0,1103006979,2025-02-20,915000.0,37.92408874,-122.30541493,7400 Potrero Ave,Residential,1739.0,935000.0,24,Cotton Realty,None,1103006979.0,Unknown,Contra Costa,Closed,True,4,SingleFamilyResidence,0.1237,1956,7400.0,41082901,3,El Cerrito,3,2025-02-20,2025-02-10,2025-01-17,CA,True,1,ThreeOrMore,5390.0,3,False,2,West Contra Costa,94530,0.0,5390.0,2025-02
"SeeRemarks,Vinyl",False,False,False,False,1048000.0,1052235942,2024-01-09,1049880.0,33.879244,-118.323171,2626 W 166th Place,Residential,1337.0,1048000.0,8,Re/Max Estate Properties,None,1052235942.0,133 - N Torrance - East,Los Angeles,Closed,True,2,SingleFamilyResidence,0.1217,1955,2626.0,SB23222048,2,Torrance,3,2024-01-09,2023-12-16,2023-12-07,CA,True,1,One,5302.0,3,False,2,Torrance Unified,90504,0.0,5302.0,2024-01
"Tile,Wood",False,False,False,False,1400000.0,1102522097,2025-01-10,1400000.0,33.951246999999995,-117.992305,15776 Arbela Drive,Residential,2753.0,1400000.0,0,CENTURY EXECUTIVE REALTY,None,1102522097.0,670 - Whittier,Los Angeles,Closed,True,2,SingleFamilyResidence,0.4956,1962,15776.0,CV25004695,3,Whittier,4,2025-01-10,2025-01-08,2025-01-08,CA,True,1,One,21589.0,4,False,2,Whittier Union High,90603,0.0,21589.0,2025-01
Laminate,False,False,False,False,795000.0,1118970445,2025-10-16,745000.0,34.1962,-118.607093,22030 Schoolcraft Street,Residential,1162.0,755000.0,65,Compass,None,1118970445.0,CP - Canoga Park,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1553,1952,22030.0,25562945,2,Canoga Park,3,2025-10-16,2025-09-12,2025-07-09,CA,False,1,One,6765.0,3,False,2,Unknown,91303,0.0,6765.0,2025-10
"Tile,Wood",True,False,False,False,4475000.0,1146057555,2025-12-04,4465000.0,37.49053052,-122.2621634,116 Wildwood Street,Residential,3185.0,4475000.0,0,"Thomas James Real Estate Services, Inc,",None,1146057555.0,699 - Not Defined,San Mateo,Closed,True,1,SingleFamilyResidence,0.1527,2025,116.0,ML82027232,5,San Carlos,4,2025-12-04,2025-11-10,2025-11-10,CA,True,1,Unknown,6652.0,3,False,1,Other,94070,0.0,6652.0,2025-12
Wood,True,False,False,False,1748000.0,1041495868,2023-09-07,1775000.0,37.5186907,-122.3083378,2519 Lincoln Avenue,Residential,2165.0,1748000.0,7,Veritas Homes,None,1041495868.0,699 - Not Defined,San Mateo,Closed,True,2,SingleFamilyResidence,0.1022,1963,2519.0,ML81938687,3,Belmont,3,2023-09-07,2023-08-24,2023-08-17,CA,True,1,Unknown,4450.0,3,False,2,Other,94002,0.0,4450.0,2023-09
"Carpet,Tile,Wood",True,False,False,False,950000.0,1076156038,2024-07-26,945000.0,34.4980519,-118.1670698,33926 Mcennery Canyon Road,Residential,2336.0,950000.0,13,Realty Executives SCV,None,1076156038.0,ACTO - Acton,Los Angeles,Closed,True,3,SingleFamilyResidence,1.9702,2001,33926.0,SR24112738,3,Acton,4,2024-07-26,2024-06-19,2024-06-05,CA,True,1,One,85821.0,4,False,3,Acton-Agua Dulce Unified,93510,0.0,85821.0,2024-07
"Carpet,Tile,Wood",True,False,False,False,2750000.0,1061579815,2024-03-14,3000000.0,37.4989586,-122.2880948,248 Club Drive,Residential,2450.0,2750000.0,8,Intero Real Estate Services,None,1061579815.0,699 - Not Defined,San Mateo,Closed,True,2,SingleFamilyResidence,0.1366,1995,248.0,ML81955161,3,San Carlos,4,2024-03-14,2024-03-01,2024-02-22,CA,True,1,Unknown,5950.0,3,False,2,Other,94070,0.0,5950.0,2024-03
"Carpet,Tile,Vinyl",False,False,False,False,559000.0,1076142448,2024-08-30,529000.0,34.680439,-118.203341,4054 W Avenue J9,Residential,2224.0,529000.0,54,"GoPro Realty, Inc.",None,1076142448.0,LAC - Lancaster,Los Angeles,Closed,True,2,SingleFamilyResidence,0.1864,2004,4054.0,SR24114939,2,Lancaster,3,2024-08-30,2024-07-29,2024-06-05,CA,True,1,One,8119.0,3,False,2,Lancaster,93536,0.0,8119.0,2024-08
Laminate,False,False,False,False,859000.0,1136846346,2025-10-17,863000.0,34.908033,-120.421374,941 Sunflower Court,Residential,2225.0,859000.0,0,"eXp Realty of California, Inc.",None,1136846346.0,OREA - SM/Orcutt East,Santa Barbara,Closed,True,3,SingleFamilyResidence,0.32,1989,941.0,PI25206610,3,Santa Maria,3,2025-10-17,2025-09-24,2025-06-20,CA,True,1,One,13939.0,1,False,3,Santa Maria Joint Union,93455,0.0,13939.0,2025-10
Laminate,False,False,False,False,670000.0,1038206192,2023-06-30,681000.0,33.77222,-117.505148,23935 Snowberry Court,Residential,1758.0,670000.0,4,Better Homes of Southern California,Monthly,1038206192.0,248 - Corona,Riverside,Closed,True,2,SingleFamilyResidence,0.14,2005,23935.0,IG23103557,2,Temescal Valley,2,2023-06-30,2023-06-16,2023-06-09,CA,True,1,One,6098.0,2,False,2,Corona-Norco Unified,92883,316.0,6098.0,2023-06
Unknown,True,False,False,False,455000.0,1093538571,2025-04-30,426000.0,33.770686,-117.234185,1682 Sycamore Street,Residential,1052.0,415000.0,140,INVESTCORP REAL ESTATE,None,1093538571.0,SRCAR - Southwest Riverside County,Riverside,Closed,True,1,SingleFamilyResidence,0.07,1981,1682.0,CV24226698,2,Perris,3,2025-04-30,2025-03-27,2024-11-03,CA,False,1,One,3049.0,3,False,1,Perris Union High,92570,0.0,3049.0,2025-04
Unknown,False,False,False,False,1249000.0,1090553275,2024-11-22,1255000.0,33.863236,-118.32026100000002,2332 W 185th Street,Residential,1772.0,1249000.0,16,HK Mega Real Estate & Investment,None,1090553275.0,133 - N Torrance - East,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1368,1956,2332.0,24456747,2,Torrance,3,2024-11-22,2024-11-09,2024-10-24,CA,True,1,One,5960.0,3,False,2,Unknown,90504,0.0,5960.0,2024-11
Unknown,True,False,False,False,350000.0,1128259170,2025-10-25,350000.0,39.059996000000005,-122.92243899999998,820 Jerry Drive,Residential,1450.0,350000.0,0,Lakeside Properties 1,None,1128259170.0,LCLPN - Lakeport North,Lake,Closed,True,2,SingleFamilyResidence,0.18,1960,820.0,LC25188873,2,Lakeport,3,2025-10-25,2025-08-29,2025-08-20,CA,True,1,One,7841.0,3,False,2,Lakeport Unified,95453,0.0,7841.0,2025-10
Vinyl,True,False,False,True,699900.0,1040106704,2023-10-12,660000.0,33.661308,-116.307363,53275 Avenida Martinez,Residential,1392.0,679900.0,77,Windermere Real Estate,None,1040106704.0,313 - La Quinta South of HWY 111,Riverside,Closed,True,1,SingleFamilyResidence,0.11,1978,53275.0,219097317DA,2,La Quinta,3,2023-10-12,2023-09-26,2023-07-11,CA,False,1,One,4792.0,3,False,1,Unknown,92253,0.0,4792.0,2023-10
Tile,False,False,False,False,1999999.0,1045957183,2024-01-23,1825000.0,37.3349591,-121.9240826,1726 Papyrus Lane,Residential,1926.0,1850000.0,74,Intero Real Estate Services,Monthly,1045957183.0,699 - Not Defined,Santa Clara,Closed,True,2,SingleFamilyResidence,0.0784,2004,1726.0,ML81944365,3,San Jose,4,2024-01-23,2024-01-02,2023-10-06,CA,True,1,Unknown,3416.0,3,False,2,San Jose Unified,95126,212.0,3416.0,2024-01
Unknown,False,False,False,False,2099888.0,1072889205,2024-07-10,1965000.0,33.0183369,-117.1376686,15852 Monte Alto Ter,Residential,3005.0,1999888.0,46,Real Broker,Monthly,1072889205.0,92127 - Rancho Bernardo,San Diego,Closed,False,4,SingleFamilyResidence,0.1645,2009,15852.0,240009049SD,4,San Diego,4,2024-07-10,2024-06-11,2024-04-26,CA,True,2,Two,7167.0,3,False,2,Unknown,92127,183.0,7167.0,2024-07
Unknown,True,False,False,False,700000.0,1146834786,2026-03-18,660000.0,34.246051,-118.44383,9664 Varna,Residential,1262.0,700000.0,47,Century 21 Masters,None,1146834786.0,ARL - Arleta,Los Angeles,Closed,True,2,SingleFamilyResidence,0.1379,1953,9664.0,SR25264819,2,Arleta,3,2026-03-18,2026-01-07,2025-11-21,CA,True,1,One,6005.0,1,False,2,Los Angeles Unified,91331,0.0,6005.0,2026-03
Wood,False,False,False,False,575000.0,1075541017,2024-06-13,625000.0,38.0526127,-122.2155794,625 Pomona St,Residential,802.0,575000.0,13,Real Broker,None,1075541017.0,Unknown,Contra Costa,Closed,True,4,SingleFamilyResidence,0.2181,1955,625.0,41060228,1,Crockett,2,2024-06-13,2024-05-31,2024-05-17,CA,False,1,One,9500.0,3,False,1,John Swett,94525,0.0,9500.0,2024-06
Unknown,True,False,False,False,1050000.0,1155163203,2026-04-10,1100000.0,32.811177,-117.019439,7071 Barker Way,Residential,1702.0,1050000.0,3,Coldwell Banker West,None,1155163203.0,92119 - San Carlos,San Diego,Closed,False,4,SingleFamilyResidence,0.14,1972,7071.0,PTP2601944,3,San Diego,4,2026-04-10,2026-03-22,2026-03-12,CA,True,2,Two,0.14,3,False,2,San Diego Unified,92119,0.0,6098.4,2026-04
"SeeRemarks,Wood",False,False,False,False,1188000.0,1076908568,2024-09-09,1485000.0,33.656875,-117.677953,21091 Sharmila,Residential,2604.0,1188000.0,24,eXp Realty of California Inc,Monthly,1076908568.0,699 - Not Defined,Orange,Closed,True,2,SingleFamilyResidence,0.1148,1981,21091.0,OC24132056,4,Lake Forest,4,2024-09-09,2024-07-30,2024-06-27,CA,True,2,Two,5000.0,1,False,2,Saddleback Valley Unified,92630,105.0,5000.0,2024-09
Unknown,True,False,False,True,2150000.0,1150928161,2026-03-13,2125000.0,33.897309,-117.775818,4374 Camphor Avenue,Residential,3030.0,2150000.0,13,The Boutique Real Estate Group,None,1150928161.0,85 - Yorba Linda,Orange,Closed,True,3,SingleFamilyResidence,0.2314,1979,4374.0,OC26007088,3,Yorba Linda,5,2026-03-13,2026-01-27,2026-01-14,CA,True,1,One,10080.0,3,False,3,Placentia-Yorba Linda Unified,92886,0.0,10080.0,2026-03
"Tile,Vinyl",True,False,False,True,1349999.0,1058710714,2024-03-19,1310000.0,33.742809,-117.803572,13062 Chaplet Place,Residential,1657.0,1349999.0,14,The Westwood Real Estate Group,None,1058710714.0,71 - Tustin,Orange,Closed,False,2,SingleFamilyResidence,0.1947,1954,13062.0,PW24015054,2,Tustin,4,2024-03-19,2024-02-08,2024-01-24,CA,True,1,One,8480.0,4,False,2,Tustin Unified,92780,0.0,8480.0,2024-03
Unknown,True,False,False,False,1280000.0,1118698456,2025-08-19,1210000.0,34.167155,-118.327957,321 N Keystone Street,Residential,1436.0,1280000.0,24,Re/Max Tri-City Realty,None,1118698456.0,610 - Burbank,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1563,1938,321.0,GD25148897,2,Burbank,3,2025-08-19,2025-07-26,2025-07-02,CA,True,1,One,6809.0,1,False,2,Burbank Unified,91506,0.0,6809.0,2025-08
"Carpet,Laminate,Tile,Wood",True,False,False,False,1349888.0,1038654598,2023-07-26,1450000.0,33.588447,-117.664412,25781 Empresa,Residential,2674.0,1349888.0,5,Keller Williams OC Coastal Realty,SemiAnnually,1038654598.0,MS - Mission Viejo South,Orange,Closed,True,2,SingleFamilyResidence,0.1377,1980,25781.0,OC23114779,3,Mission Viejo,5,2023-07-26,2023-07-04,2023-06-27,CA,True,2,Two,6000.0,1,False,2,Saddleback Valley Unified,92691,156.0,6000.0,2023-07
Unknown,True,False,False,False,1499000.0,1077510881,2024-08-12,1550000.0,33.189226,-117.335275,1914 Laurel Road,Residential,1472.0,1499000.0,4,Turner Real Estate,None,1077510881.0,92054 - Oceanside,San Diego,Closed,True,4,SingleFamilyResidence,0.2408,1976,1914.0,NDP2406252,2,Oceanside,4,2024-08-12,2024-07-22,2024-07-15,CA,True,1,One,10489.0,3,False,2,Oceanside Unified,92054,0.0,10489.0,2024-08
Unknown,False,False,False,False,799000.0,1039707524,2023-08-18,855000.0,32.669731,-117.059758,6066 Reo Place,Residential,2090.0,799000.0,4,"eXp Realty of California, Inc.",None,1039707524.0,92139 - Paradise Hills,San Diego,Closed,True,4,SingleFamilyResidence,0.3557,1979,6066.0,PTP2303314,4,San Diego,5,2023-08-18,2023-07-21,2023-07-03,CA,True,1,One,15496.0,5,False,2,San Diego Unified,92139,0.0,15496.0,2023-08
"Laminate,Tile",True,False,False,True,719000.0,1059841522,2024-04-08,719000.0,39.061235,-122.928235,1285 Shady Lane,Residential,2610.0,719000.0,16,Luxe Places International Realty,None,1059841522.0,LCLPN - Lakeport North,Lake,Closed,False,3,SingleFamilyResidence,4.5,1963,1285.0,LC24023155,3,Lakeport,4,2024-04-08,2024-02-18,2024-01-27,CA,True,2,Two,196020.0,3,False,0,Lakeport Unified,95453,0.0,196020.0,2024-04
Tile,True,False,False,False,649900.0,1065264781,2024-05-24,650000.0,34.622847,-118.192693,3508 Tournament Drive,Residential,2684.0,649900.0,10,AMBIANCE REALTY,None,1065264781.0,PLM - Palmdale,Los Angeles,Closed,True,6,SingleFamilyResidence,0.1543,2004,3508.0,CV24066535,3,Palmdale,4,2024-05-24,2024-04-14,2024-04-04,CA,True,1,One,6720.0,4,False,3,Palmdale,93551,0.0,6720.0,2024-05
Unknown,True,False,False,False,750000.0,1038721078,2023-09-29,715000.0,34.924793,-120.431335,1971 Olive Drive,Residential,1900.0,725000.0,63,"Modern Broker, Inc.",None,1038721078.0,SMSE - SM Southeast,Santa Barbara,Closed,True,2,SingleFamilyResidence,0.21,1983,1971.0,PI23116769,2,Santa Maria,4,2023-09-29,2023-09-01,2023-06-30,CA,True,1,One,9148.0,4,False,2,Santa Maria Joint Union,93454,0.0,9148.0,2023-09
Wood,True,False,False,False,1988000.0,1084813706,2024-10-03,2175000.0,37.41104704,-122.10279207,2516 Dell Avenue,Residential,1140.0,1988000.0,8,Deleon Realty,None,1084813706.0,699 - Not Defined,Santa Clara,Closed,True,2,SingleFamilyResidence,0.1148,1955,2516.0,ML81978951,2,Mountain View,3,2024-10-03,2024-09-12,2024-09-04,CA,True,1,Unknown,5000.0,3,False,2,Other,94043,0.0,5000.0,2024-10
Tile,True,False,False,True,1290000.0,1059938496,2024-04-02,1300000.0,34.047321,-117.024866,11361 Deer Glen Road,Residential,3531.0,1299000.0,13,KELLER WILLIAMS REALTY,None,1059938496.0,269 - Yucaipa/Calimesa/Oak Glen,San Bernardino,Closed,True,4,SingleFamilyResidence,0.5154,2004,11361.0,EV24019987,5,Yucaipa,5,2024-04-02,2024-02-19,2024-02-01,CA,True,1,One,22450.0,5,False,4,Yucaipa/Calimesa Unified,92399,0.0,22450.0,2024-04
"Laminate,Tile",True,False,False,False,1798000.0,1082213639,2024-09-27,1892000.0,37.56737079,-122.00513659,2830 Barrington Terrace,Residential,1759.0,1798000.0,9,Christie's International Real Estate Sereno,Monthly,1082213639.0,699 - Not Defined,Alameda,Closed,True,2,SingleFamilyResidence,0.0904,1988,2830.0,ML81978737,3,Fremont,3,2024-09-27,2024-09-11,2024-09-02,CA,True,1,Unknown,3940.0,3,False,2,Fremont Unified,94536,96.0,3940.0,2024-09
"Laminate,Vinyl",False,False,False,False,299000.0,1100975662,2025-03-19,285000.0,37.94070088,-121.27802644,1326 South Stanislaus,Residential,1067.0,299000.0,50,Meraki Real Estate,None,1100975662.0,Unknown,San Joaquin,Closed,False,0,SingleFamilyResidence,0.1148,1925,1326.0,41081389,1,Stockton,3,2025-03-19,2025-02-22,2025-01-03,CA,True,1,One,5000.0,3,False,0,Unknown,95206,0.0,5000.0,2025-03
Unknown,True,False,False,False,2250000.0,1040792214,2023-11-21,2150000.0,33.124218,-117.244065,6226 Rancho Bravado,Residential,3947.0,2150000.0,61,Compass,Monthly,1040792214.0,92009 - Carlsbad,San Diego,Closed,True,7,SingleFamilyResidence,0.244,2002,6226.0,NDP2305767,5,Carlsbad,4,2023-11-21,2023-10-23,2023-07-25,CA,True,2,Two,10628.0,1,False,3,San Marcos Unified,92009,180.0,10628.0,2023-11
"Tile,Wood",True,False,False,True,1695000.0,1058382674,2024-03-04,1695000.0,33.658255,-117.886828,2632 Riverside Drive,Residential,1249.0,1695000.0,2,Pacific Sotheby's Int'l Realty,None,1058382674.0,C5 - East Costa Mesa,Orange,Closed,False,2,SingleFamilyResidence,0.1671,1950,2632.0,NP24010504,2,Costa Mesa,3,2024-03-04,2024-02-03,2024-01-18,CA,True,1,One,7280.0,3,False,2,Newport Mesa Unified,92627,0.0,7280.0,2024-03
"Laminate,Tile",True,False,False,True,1625000.0,1095535251,2024-11-22,1625000.0,34.291602000000005,-118.49587,12218 Sarazen Place,Residential,3784.0,1625000.0,0,Pinnacle Estate Properties,Annually,1095535251.0,GH - Granada Hills,Los Angeles,Closed,True,2,SingleFamilyResidence,0.3986,1960,12218.0,SR24237749,5,Granada Hills,6,2024-11-22,2024-11-18,2024-11-18,CA,True,1,One,17363.0,6,False,2,Los Angeles Unified,91344,540.0,17363.0,2024-11
Unknown,True,False,False,False,749000.0,1145467891,2026-01-13,710000.0,33.971594,-117.39535,5215 Peony Court,Residential,1849.0,749000.0,50,Awad & Associates,None,1145467891.0,252 - Riverside,Riverside,Closed,False,2,SingleFamilyResidence,0.1612,2025,5215.0,IV25252357,3,Riverside,4,2026-01-13,2025-12-22,2025-11-02,CA,False,2,Two,7022.0,1,True,2,Riverside Unified,92506,0.0,7022.0,2026-01
"Laminate,Tile",False,False,False,False,599900.0,1044910171,2023-11-13,600000.0,37.9943189,-122.3342441,150 Christine Dr,Residential,1348.0,599900.0,4,Bay Area Realty Company,None,1044910171.0,Unknown,Contra Costa,Closed,False,2,SingleFamilyResidence,0.1263,1953,150.0,41038401,2,San Pablo,4,,2023-09-30,2023-09-07,CA,False,1,One,5500.0,3,False,0,Unknown,94806,0.0,5500.0,2023-11
Unknown,True,False,False,False,1370000.0,1045553770,2023-09-12,1370000.0,34.045691,-118.35713,1545 S Ridgeley Drive,Residential,1296.0,1370000.0,0,DOMO Real Estate,None,1045553770.0,C16 - Mid Los Angeles,Los Angeles,Closed,False,0,SingleFamilyResidence,0.1109,1928,1545.0,SB23176846,3,Los Angeles,3,2023-09-12,2023-07-10,2023-07-10,CA,False,1,One,4832.0,2,False,0,Los Angeles Unified,90019,0.0,4832.0,2023-09
Unknown,True,False,False,False,759000.0,1041398576,2023-10-30,772000.0,33.968432,-117.598374,14542 Symphony Drive,Residential,2071.0,759000.0,9,First Team Real Estate,Monthly,1041398576.0,249 - Eastvale,Riverside,Closed,True,2,SingleFamilyResidence,0.09,2015,14542.0,PW23151823,3,Eastvale,3,2023-10-30,2023-09-18,2023-08-09,CA,True,2,Two,3920.0,0,False,2,Corona-Norco Unified,92880,55.0,3920.0,2023-10
Unknown,False,False,False,False,680000.0,1114861567,2025-08-06,665000.0,33.04544253,-116.85673074,325 F St,Residential,1433.0,680000.0,30,Opendoor Brokerage Inc.,None,1114861567.0,92065 - Ramona,San Diego,Closed,False,1,SingleFamilyResidence,0.72,1947,325.0,250029401SD,1,Ramona,3,2025-08-06,2025-07-03,2025-06-03,CA,False,1,One,31363.0,3,False,1,Unknown,92065,0.0,31363.0,2025-08
"Laminate,Tile",False,False,False,False,750000.0,1114793065,2025-06-27,776000.0,37.92038883,-122.32416279,4742 Arno Ct,Residential,1919.0,750000.0,3,Esquire Brokerage,None,1114793065.0,Unknown,Contra Costa,Closed,True,4,SingleFamilyResidence,0.1101,1976,4742.0,41099822,2,Richmond,4,2025-06-27,2025-06-05,2025-06-02,CA,True,2,Two,4794.0,3,False,2,Unknown,94804,0.0,4794.0,2025-06
Unknown,False,False,False,False,885000.0,1073079089,2024-07-25,667000.0,32.5605997,-117.0721428,1995 Leatherwood Street,Residential,1604.0,849000.0,50,BBR Partners,None,1073079089.0,92154 - Otay Mesa,San Diego,Closed,True,4,SingleFamilyResidence,0.1511,1985,1995.0,240009166SD,2,San Diego,5,2024-07-25,2024-06-21,2024-04-26,CA,False,2,Two,6580.0,3,False,2,Unknown,92154,0.0,6580.0,2024-07
"Tile,Vinyl,Wood",False,False,False,False,1699000.0,1112469967,2025-06-23,1450000.0,37.52723543,-121.95638542,3850 Scamman,Residential,1764.0,1450000.0,23,eXp Realty of California,None,1112469967.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.114,1954,3850.0,41095821,3,Fremont,3,2025-06-23,2025-05-30,2025-05-07,CA,True,2,Two,4965.0,3,False,2,Unknown,94538,0.0,4965.0,2025-06
"Tile,Wood",True,False,False,False,1399000.0,1061230236,2024-03-14,1399000.0,33.868556,-118.392626,915 18th Street,Residential,912.0,1399000.0,11,Vista Sothebyâs International Realty,None,1061230236.0,150 - Hermosa Bch East,Los Angeles,Closed,True,1,SingleFamilyResidence,0.0716,1955,915.0,SB24030720,1,Hermosa Beach,3,2024-03-14,2024-02-25,2024-01-23,CA,False,1,One,3119.0,1,False,1,Manhattan Unified,90254,0.0,3119.0,2024-03
Carpet,True,False,False,False,1739000.0,1037356213,2023-06-14,1739000.0,34.133733,-118.842975,32704     Wellbrook Drive,Residential,2936.0,1739000.0,21,Compass,Annually,1037356213.0,WV - Westlake Village,Los Angeles,Closed,False,3,SingleFamilyResidence,0.2219,1988,32704.0,223001773,3,Westlake Village,4,2023-06-14,2023-06-06,2023-05-09,CA,True,1,One,9665.0,3,False,3,Unknown,91361,198.0,9665.0,2023-06
Carpet,False,False,False,False,475000.0,1063260472,2024-07-10,437200.0,38.2557519,-122.0265055,606 E Colorado St,Residential,1621.0,462000.0,96,LEGACY REAL ESTATE GROUP,None,1063260472.0,Unknown,Solano,Closed,True,4,SingleFamilyResidence,0.13,1959,606.0,41052618,2,Fairfield,3,2024-07-10,2024-06-17,2024-03-13,CA,True,1,One,5662.0,3,False,2,Unknown,94533,0.0,5662.0,2024-07
"Carpet,Laminate,Wood",True,False,False,False,829900.0,1077446502,2024-08-13,750000.0,32.7894633,-117.0080715,8790 Pampa St,Residential,1301.0,749000.0,18,KRC Real Estate,None,1077446502.0,91942 - La Mesa,San Diego,Closed,True,3,SingleFamilyResidence,0.1791,1953,8790.0,240016177SD,2,La Mesa,3,2024-08-13,2024-07-30,2024-07-12,CA,False,1,One,7800.0,3,False,0,Unknown,91942,0.0,7800.0,2024-08
Unknown,False,False,False,False,799000.0,1103181896,2025-02-18,770000.0,33.205714,-117.282988,4215 Esperanza Way,Residential,1486.0,799000.0,0,Jason Mitchell Real Estate CA,Monthly,1103181896.0,92056 - Oceanside,San Diego,Closed,True,2,SingleFamilyResidence,0.1171,1990,4215.0,SR25013755,3,Oceanside,3,2025-02-18,2025-01-22,2023-09-20,CA,True,2,Two,5100.0,0,False,2,Oceanside Unified,92056,146.0,5100.0,2025-02
Unknown,False,False,False,False,1725000.0,1114595007,2025-07-08,1785000.0,33.9242,-118.405147,619 CENTER Street,Residential,1518.0,1725000.0,15,Mark III Properties,None,1114595007.0,141 - El Segundo,Los Angeles,Closed,False,2,SingleFamilyResidence,0.15,1943,619.0,WS25117152,2,El Segundo,3,2025-07-08,2025-06-11,2025-05-27,CA,True,1,One,6532.0,3,False,2,El Segundo Unified,90245,0.0,6532.0,2025-07
"Carpet,Tile",True,False,False,False,310000.0,1102556494,2025-03-03,318000.0,34.877491,-117.02671,1370 Pine Avenue,Residential,1641.0,310000.0,15,GOODSPEED GROUP INC.,None,1102556494.0,BSTW - Barstow,San Bernardino,Closed,True,2,SingleFamilyResidence,0.1903,1991,1370.0,CV25002422,2,Barstow,3,2025-03-03,2025-01-27,2025-01-09,CA,True,1,One,8289.0,3,False,2,Barstow Unified,92311,0.0,8289.0,2025-03
"Carpet,Tile,Wood",False,False,False,False,2995000.0,1054080406,2024-03-01,3025000.0,34.052271,-118.522911,14929 Whitfield Avenue,Residential,1815.0,2995000.0,19,KW Advisors,None,1054080406.0,C15 - Pacific Palisades,Los Angeles,Closed,True,2,SingleFamilyResidence,0.1433,1950,14929.0,23342203,2,Pacific Palisades,3,2024-03-01,2024-01-22,2024-01-03,CA,True,1,One,6242.0,3,False,2,Unknown,90272,0.0,6242.0,2024-03
Carpet,False,False,False,False,485000.0,1107190073,2025-11-03,475000.0,34.151469,-117.293706,3307 N E Street,Residential,990.0,465000.0,148,Vantage Realty Inc.,None,1107190073.0,274 - San Bernardino,San Bernardino,Closed,False,4,SingleFamilyResidence,0.163,1948,3307.0,25481671,1,San Bernardino,3,2025-11-03,2025-09-10,2025-02-15,CA,True,1,One,7100.0,3,False,2,Unknown,92405,0.0,7100.0,2025-11
"Carpet,Tile",True,False,False,True,1096250.0,1038002636,2023-08-15,1096250.0,33.709811,-116.297667,46695 Bradshaw Trail,Residential,2752.0,1096250.0,14,"Williams Homes, Inc.",Monthly,1038002636.0,313 - La Quinta South of HWY 111,Riverside,Closed,True,3,SingleFamilyResidence,0.24,2022,46695.0,219095867PS,4,La Quinta,3,2023-08-15,2023-06-18,2023-06-04,CA,False,1,One,10454.0,3,False,3,Desert Sands Unified,92253,308.0,10454.0,2023-08
"Tile,Wood",False,False,False,False,1195000.0,1041087650,2023-09-01,1780000.0,37.7980724,-122.1885435,4273 Atlas Ave,Residential,2270.0,1195000.0,11,Compass,None,1041087650.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.12,1938,4273.0,41035055,2,Oakland,3,,2023-08-22,2023-08-11,CA,True,2,Two,5000.0,3,False,1,Unknown,94619,0.0,5000.0,2023-09
Unknown,False,False,False,False,935000.0,1062125131,2024-04-05,957260.0,34.181565,-118.53509,6137 Canby Avenue,Residential,1505.0,935000.0,7,Keller Williams Realty World Class,None,1062125131.0,TAR - Tarzana,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1377,1950,6137.0,SR24047386,3,Tarzana,3,2024-04-05,2024-03-15,2024-03-08,CA,False,1,One,5997.0,3,False,2,Los Angeles Unified,91335,0.0,5997.0,2024-04
Unknown,False,False,False,True,1240350.0,1043785474,2023-08-30,1240350.0,33.81114,-116.546903,190 Obsidian Loop N,Residential,2280.0,1240350.0,0,Shine RE Sales & Marketing Inc,Monthly,1043785474.0,334 - South End Palm Springs,Riverside,Closed,True,2,SingleFamilyResidence,0.1174,2023,190.0,219098890DA,4,Palm Springs,3,2023-08-30,2023-08-22,2023-08-22,CA,True,1,One,5112.0,3,False,2,Palm Springs Unified,92264,278.0,5112.0,2023-08
"Laminate,Tile,Vinyl",False,False,False,False,1539900.0,1035904700,2023-06-01,1480000.0,34.028041,-118.332406,2944 S Norton Avenue,Residential,2174.0,1500000.0,11,Legends Realty,None,1035904700.0,C16 - Mid Los Angeles,Los Angeles,Closed,False,0,SingleFamilyResidence,0.1217,1924,2944.0,PW23072147,4,Los Angeles,6,2023-06-01,2023-05-09,2023-04-28,CA,False,1,One,5300.0,4,False,0,Los Angeles Unified,90018,0.0,5300.0,2023-06
